Text,Start Time,Duration
lighter color here just to emphasize,1791.059,5.521
that this is,1794.96,5.76
a part of this section and then under a,1796.58,5.76
job opening I may also want to maybe,1800.72,4.14
include where this job opening is based,1802.34,4.68
so let me call it Bengaluru,1804.86,3.539
India,1807.02,5.72
and let's make that a little smaller,1808.399,4.341
and maybe let's also put an apply button,1813.02,5.899
here next to the job opening,1815.36,3.559
so now we have an apply button that we,1820.159,2.88
want to show,1821.96,3.18
and maybe right below the absorb opening,1823.039,4.101
let's also show a line a quick separator,1825.14,4.98
and let me now take this,1827.14,5.68
and duplicate this a few times to get a,1830.12,5.659
list of job openings,1832.82,2.959
so now we have a second job opening,1841.039,3.781
again it's all approximately correct it,1842.96,4.38
doesn't have to be 100 aligned and now,1844.82,4.68
we have a third job opening and now we,1847.34,4.079
have a fourth job opening,1849.5,4.74
and that's it and maybe right below the,1851.419,6.301
last job opening let's put a button,1854.24,6.74
called contact us,1857.72,3.26
and that's actually not bad so let me,1861.559,6.561
just change that to data scientist,1864.08,4.04
let me change that to backend engineer,1868.82,5.42
let me change that to front end,1874.52,5.639
engineer and let me change this to,1877.94,5.7
remote let me change this to San,1880.159,5.101
Francisco,1883.64,3.06
USA,1885.26,4.2
let me change that to,1886.7,4.68
Delhi India,1889.46,4.199
we just spent four or five minutes,1891.38,3.96
designing,1893.659,5.041
this wireframe and all we've done here,1895.34,4.8
is we've figured out what we want to,1898.7,3.0
display on the page so we want to show,1900.14,3.3
jobin careers we want to show a picture,1901.7,3.719
we want to show about Jovian some,1903.44,3.359
information about Joven we want to show,1905.419,3.301
some job openings and for each job,1906.799,4.62
opening the title the location and then,1908.72,4.62
an apply button to apply for the job,1911.419,3.0
opening,1913.34,3.42
and a contact us button at the bottom in,1914.419,3.721
case somebody wants to directly contact,1916.76,3.72
us for whatever reason,1918.14,4.2
so this is always a good idea whenever,1920.48,3.48
you're doing any form of web development,1922.34,3.0
it's always great to start with the,1923.96,3.3
wireframe first and make it as quick and,1925.34,4.02
dirty as possible so what I've done here,1927.26,3.779
is I've actually created three,1929.36,3.6
wireframes so this is the one page that,1931.039,4.74
we have about Jovian open positions and,1932.96,4.68
contact us,1935.779,5.461
and along with this I've also created a,1937.64,4.98
couple more wireframes if you click the,1941.24,3.539
apply button then we will go to a job,1942.62,4.799
Details page here we have the data,1944.779,4.02
analyst job where we have the,1947.419,3.061
responsibilities and the requirements of,1948.799,3.661
the job and the salary information for,1950.48,3.96
the job and below it we are going to,1952.46,4.26
have an application form and in this,1954.44,3.839
application form these are the fields,1956.72,3.12
we're going to have and this is what is,1958.279,3.421
going to get submitted and after,1959.84,3.6
submitting we are going to show this,1961.7,3.54
page which says your application has,1963.44,3.18
been submitted and you reach out with,1965.24,3.059
the next steps now this is what you,1966.62,3.419
should create to just brainstorm with,1968.299,3.421
your team or just figure out if this is,1970.039,3.301
what you want to work on if there are,1971.72,3.42
any major changes required if we have,1973.34,3.719
all the information or not,1975.14,4.019
and then you can maybe try to either,1977.059,3.901
convert it into a more detailed design,1979.159,4.201
or you can start coding directly either,1980.96,4.439
is fine but this is the information that,1983.36,4.98
we want to get onto the page and we've,1985.399,4.981
done that by creating a quick wireframe,1988.34,5.28
so now keeping this wireframe next to us,1990.38,5.94
let's start creating the page,1993.62,4.32
so the first thing we want to show here,1996.32,4.56
is Joven careers,1997.94,5.7
and we want to make this big we want to,2000.88,4.44
make this really big how do we make it,2003.64,4.259
big well that's what HTML headers are,2005.32,5.88
for now if we go back on HTML tutorial,2007.899,5.541
here,2011.2,2.24
you can see here that there are six,2014.019,4.741
levels of headings available on HTML so,2016.539,3.721
I'm just going to click on headings this,2018.76,3.32
is part of the HTML beginner tutorial,2020.26,4.799
and under headings you can see that this,2022.08,5.199
is how you create a heading,2025.059,4.381
you create a tag called H1 and then you,2027.279,3.661
put some information inside it and then,2029.44,3.66
you close the tag with a closing tag and,2030.94,4.44
then you have H2 and you have H3 and so,2033.1,4.62
on so let me just go back here and let,2035.38,6.139
me just put an H1 here,2037.72,3.799
and now as soon as I change this to H1,2044.38,4.92
you can see that this becomes big,2047.2,5.34
next we wanted to have an image let me,2049.3,4.98
try and add an image here so how do we,2052.54,4.02
add an image again we go back here we,2054.28,4.44
check HTML tutorials how do we add,2056.56,3.18
images,2058.72,3.54
I'm going to click on image and it looks,2059.74,4.32
like this is how you add an image so an,2062.26,4.26
image is a self-closing tag because,2064.06,4.14
there's nothing that you put inside the,2066.52,4.139
image tag you just give it a source so,2068.2,3.719
here now we are seeing for the first,2070.659,3.841
time something called an attribute apart,2071.919,5.76
from a tag and something inside the tag,2074.5,5.04
so for example here we have something,2077.679,4.621
inside the H1 tag Joven careers,2079.54,4.859
here we don't have anything inside the,2082.3,4.379
tag but we have this SRC information,2084.399,6.301
here so let me just take that IMG SRC,2086.679,6.321
actually let me just do that here IMG,2090.7,5.219
SRC equals some information,2093.0,5.74
and close that and SRC is going to,2095.919,7.2
accept a URL so let me copy this URL and,2098.74,6.359
let me comment paste that URL in here,2103.119,5.181
and let's run that,2105.099,3.201
and you can see that this is not loading,2108.52,3.24
up maybe there's some issue maybe this,2110.2,3.84
image does not exist but in any case we,2111.76,3.839
don't want to show this URL we want to,2114.04,3.42
show some nice picture about career,2115.599,3.781
growth about work and things like that,2117.46,5.159
so one good place to find good images,2119.38,7.1
for your websites is unsplash.com that's,2122.619,7.201
unsplash on splash.com,2126.48,6.7
and on onsplash.com you can find royalty,2129.82,4.92
free images which means that you don't,2133.18,4.2
need to buy these photos to use them you,2134.74,4.5
can use them commercially and I'm just,2137.38,4.38
going to search for career,2139.24,5.04
and,2141.76,4.74
this one looks nice this one looks,2144.28,3.66
interesting so I'm just going to,2146.5,3.78
download this picture here,2147.94,5.82
and I'm gonna put this in here,2150.28,5.94
and let's also rename this let's call,2153.76,5.16
this banner.jpeg,2156.22,6.18
and jpeg is simply the file format and,2158.92,6.6
now we want to show this file banner.jpg,2162.4,4.62
here,2165.52,4.26
so where exactly is this file right now,2167.02,4.74
this file is on our computer and our,2169.78,3.48
computer is not accessible on the,2171.76,3.06
internet so we need to take this file,2173.26,3.66
and put it somewhere where it can be,2174.82,5.1
accessed by our flask application and,2176.92,5.159
that's where there is this folder called,2179.92,3.48
Static,2182.079,3.0
so this should be outside templates not,2183.4,3.06
inside,2185.079,3.54
let me just move it out so I've created,2186.46,3.96
this folder called Static and anything,2188.619,3.661
that you put under the static folder,2190.42,4.88
will be directly shared by flask,2192.28,6.299
